product_id,product_name,attr,scores,review_title,reviews
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: XX-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Great T shirts
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  After receiving these shirts, my husband tried one on. It fit very good. I washed them. He tried one on again. If it shrunk any, it wasn’t really noticeable. They are soft and are quite long. They fit well and are comfortable. Mary Sobieski
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Fat Guy Stamp Of Approval
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I'm a fat guy, about 5'11 and 300 pounds. I hate white undershirts that come untucked all the time, and these shirts completely eliminate that issue. They are long on me, really long. The probably go down about mid-thigh. After washing and drying they shrink some, but that's fine, because they are so long that even with shrinkage they are plenty long to do the job. They are also a little on the thin side, so they are cooler and more comfortable to wear for a fat, sweaty guy like me!
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
Nice and long.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These t-shirts are a nice weight and very soft. Not tissue paper thin, just a nice long lightweight t-shirt. Perfect for hot summers in south florida.  Bought the tall XL for my son who is 6'1"" and 230lbs.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Knit Boxer - 3 Pack,4.0 out of 5 stars,"
Run a little big but very comfortable
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These are good for summer wear - a bit thin but nice quality. Run a little on the big side will have to wait to see if they maintain the sizing after laundry!
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
great for sleep shirts!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I use these shirts for tie-dying for night shirts.  Perfect, lightweight, down to knees on 5'4"" woman!
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Plenty long if thats a plus
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These are fine shirts  A little heavy for simmer work shirt, plenty long for us tall folks.  Its no Jersey brand but either is the cost.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Boxer Brief - 3 Pack,5.0 out of 5 stars,"
Comfortable and great fitting boxer-briefs
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I had previously purchased these specific boxer-briefs and am very satisfied with them. When I need underwear again, I will most likely purchase them again
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Crew - 3 Pack,4.0 out of 5 stars,"
Nice product
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I bought this because needed some basic shirts to wear around the house. They are comfortable, soft and thick. They seem pretty study. A little bit long for me ,but they are made for men. I am a bit short. My height is 5’3.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Knit Boxer - 3 Pack,5.0 out of 5 stars,"
The most comfortable undershorts I’ve ever owned
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Smooth feel,non binding. I’ll never buy another kind as long as these are available
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
Great shirts that don't shrink at an INCREDIBLE PRICE
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Lets face it. I'm a bit chubby. So I like long t-shirts that stay tucked in.  These have good length and even with a few launderings, they have not shrunk and still have a great length.  I ordered 2 more packs as soon as I got these out of the dryer and found them to no lose length as so many other shirts have that I have tried.  Like I said, I ordered 2 more packs and will be a re-peat buyer of these.  At $3.32 a piece, they are way less expensive than the department store brand I was paying $11.00 each for on sale.  This is a keeper.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Tank - 3 Pack,1.0 out of 5 stars,"
Buy other brand
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Fits, but long and tight. Not soft at all, the fabric is actually gritty feeling. White balls of lint everywhere. Not a good purchase.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: XX-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
These are really soft to wear
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These are very good undershirts.  Soft and husband is tall and they fit well
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Wears them EVERYDAY!!!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These tees are now my husband’s favorite shirt, because they are long, soft, and comfy. He is 6’6” and long waisted, the shirt stays tucked! He is still delighted with them after 5 wash and drying.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
6'8"" & 265lbs - Size xlt for the win!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  The fit is perfect and not short like most t-shirts. My go to for under shirts.
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Knit Boxer - 3 Pack,1.0 out of 5 stars,"
these items are so cheap you can see thru them
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  received 3 pairs  not one was the right size  from too big to way too big<br/>very very thin and cheap
</span>
</span>"
B07MY3D89L,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Crew - 3 Pack,5.0 out of 5 stars,"
Excellent undershirts!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Just received the shirts and was actually surprised at the quality. The stitching, size and comfort were great. Not too thick and not too thin.  Shoulders are just right. I am 6’2” with a longer torso and these fit great. These are excellent for undershirts. Delivery was fast and the price was right. Excellent value.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Nice T shirts.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Bought these for my husband and then when I went to order more the price and increased a lot. They are good shirts. He isn't a tall person but tshirts shrink, these have been great and are not too short like his others get overtime. He wears an XL in regular t's so with these we bought a L and worked great.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,4.0 out of 5 stars,"
Not soft.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Not as soft as other brands but didn't shrink, nice and long.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Tank - 3 Pack,3.0 out of 5 stars,"
Get what you pay for
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  After one time of washing the undershirts are already fraying at the bottom. I recommend spending the extra money on department store undershirts because you get what you pay for! Not happy with this purchase! Made SUPER cheap!!!
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Knit Boxer - 3 Pack,5.0 out of 5 stars,"
Good ""BIg Guy's"" Knit Boxers
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I liked they were a very good value, and well made.  They fit well, and about ""size as expected"". You can't really find 3x in  store... this is much easier to purchase, anyway.  I recommend.  Will buy again.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Tank - 3 Pack,2.0 out of 5 stars,"
It will shrink!!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  After first wash and dry, it shrinks to a size too short for wearing. Hard pass...
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Boxer Brief - 3 Pack,5.0 out of 5 stars,"
Excellent Underwear
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  The feel of the underwear is excellent, very soft even the waist band.  Wash up very well with out any shrinking.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Length
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Don’t have to worry that shirt would work itself out of waist
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - Crew - 3 Pack,4.0 out of 5 stars,"
white tee shirts
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  they were packaged great... watch the plastic tape when you take them out and seperate them.. It may be stuck to a piece of sewing thread... one shirt got a pull/run by the collar...
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
Comfortable lady's night shirt.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I use the t shrits to sleep in. Best night shirt , night gown ever . Very comfortable. Lady  5'6"".<br/>170 lb.  3xl tall men's come comes down to knees. V- neck works best.
</span>
</span>"
